"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)"
"12362",4," Lebstück Mária utca 59.",35,1,1,110000,"renovated",NA,NA,8,10,"Yes",NA,NA,NA,NA,"not immediately","1 év","garden",NA,NA,NA,"No",NA,NA,NA,NA
"12363",15," Nyírpalota út",75,3,NA,195000,"renovated","high",NA,7,10,"Yes",NA,"Yes","By arrangement",40000,"immediately","nincs","panorama","No","Yes","Yes",NA,"street",NA,"10",NA
"12364",5," Nyugati tér",65,2,NA,180700,"renovated",NA,NA,5,5,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","street",NA,"Yes",NA,NA,NA,NA,"1",NA
"12365",6," Lovag utca",42,2,NA,149000,"like new",NA,NA,2,6,"Yes","less than 3",NA,"Yes",NA,"immediately","6 hónap","street",NA,"Yes",NA,NA,NA,NA,NA,NA
"12366",6," Paulay Ede utca",48,1,1,175000,"good",NA,NA,2,NA,"Yes","3 or more","Yes","Yes",NA,"immediately","6 hónap","yard",NA,"Yes","No",NA,NA,NA,NA,NA
"12367",11," Alíz utca",27,1,NA,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"7",NA
"12368",7," Király utca 19.",60,4,NA,580000,"renovated","high",NA,1,4,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","yard","No","Yes","No","No","can rent",NA,NA,NA
"12369",1," Lánchíd utca",97,3,NA,850000,"renovated","high",NA,1,5,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","panorama","No","Yes",NA,NA,"street",NA,"5",NA
"12370",13," Visegrádi utca",32,1,NA,120000,"renovated","high",NA,4,4,"Yes",NA,"Yes","Yes",35000,"immediately","1 év","street","No","Yes","Yes","No","street",NA,NA,NA
"12371",6," Király utca 34.",83,2,NA,255000,"renovated","very high",NA,3,5,"Yes",NA,"Yes","Yes",NA,"immediately","6 hónap","yard",NA,"Yes","No",NA,NA,"1950 elott",NA,NA
"12372",7," Kazinczy utca",46,1,1,130000,"good",NA,NA,1,NA,"Yes",NA,NA,"Yes",NA,"immediately","nincs","yard",NA,"Yes","No","No",NA,NA,NA,NA
"12373",1," Gellérthegy",78,3,NA,715572,"like new","luxury","C",1,2,"No","less than 3","Yes","Yes",15000,"immediately","1 év","panorama","Yes","Yes","Yes","Yes","street","2001-2010 ","10",NA
"12374",1," Orom utca 5.",75,3,NA,578240,"renovated","luxury","C",1,2,"No","less than 3","Yes","Yes",15000,"immediately","1 év","street",NA,"Yes","Yes","Yes","street","2001-2010 ","8",NA
"12375",7," Károly körút",45,1,NA,144560,NA,NA,NA,2,NA,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év","panorama",NA,"Yes",NA,NA,NA,"1950 elott",NA,NA
"12376",6," Vasvári Pál utca 7.",60,2,1,150000,"renovated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12377",9," Lechner Ödön fasor",120,3,NA,5e+05,"renovated",NA,NA,7,NA,"Yes",NA,NA,NA,NA,"immediately","nincs",NA,NA,NA,NA,NA,NA,"2012","8",NA
"12378",6," Csengery utca",104,4,NA,530000,"new","luxury",NA,5,5,"Yes",NA,"Yes","Yes",NA,"immediately","6 hónap","street","No","Yes","No","No",NA,"2016","20",NA
"12379",5," Szabadság tér",69,1,1,190000,"renovated","high",NA,4,NA,"Yes","3 or more",NA,"Yes",NA,"immediately","nincs","panorama","No","Yes",NA,NA,NA,NA,NA,NA
"12380",9," Imre utca 5.",70,3,NA,165000,"renovated","very high",NA,0.5,3,NA,NA,NA,"Yes",15000,"immediately","6 hónap",NA,NA,"Yes",NA,"No",NA,NA,NA,NA
"12381",5," Falk Miksa utca",85,2,NA,190000,"good","high",NA,5,6,"Yes","3 or more","Yes","Partially",32000,"immediately","nincs","street","No",NA,"No","No","street","1950 elott",NA,NA
"12382",7," Klauzál tér",127,4,1,525000,"renovated","luxury","AA",2,3,"No","3 or more","Yes","Yes",25000,"immediately","6 hónap","panorama",NA,"Yes",NA,NA,"street",NA,NA,NA
"12383",8," Kisfaludy utca 23-25.",45,2,NA,160000,"new","high",NA,3,7,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","No","Yes","No","No","can rent","2019","6",30000
"12384",8," Kisfaludy utca 23-25.",31,1,NA,130000,"new","high",NA,3,7,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","No","Yes","No","No","can rent","2019","4",30000
"12385",8," Kisfaludy utca 23-25.",35,1,NA,130000,"new","high",NA,5,7,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","No","Yes","No","No","can rent","2019","7",30000
"12386",14," Handzsár utca",49,2,NA,65000,"good","high",NA,NA,NA,"No","less than 3","No","Yes",20000,"immediately","nincs","panorama","Yes","Yes","No","No","street","1950-1980 ",NA,NA
"12387",8," Kisfaludy utca 23-25.",30,2,NA,140000,"new","high",NA,6,7,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","No","Yes","No","No","can rent","2019","4",30000
"12388",8," Práter utca 6-8.",31,1,NA,130000,"new","high",NA,4,6,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","yard","Yes","Yes","No","No","can rent","2016","1",25000
"12389",8," Práter utca 6.",29,1,NA,120000,"new","high",NA,5,6,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","yard","Yes","Yes","No","No","can rent","2016",NA,25000
"12390",8," Práter utca 6-8.",28,1,NA,120000,"new","high",NA,5,6,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","yard","Yes","Yes","No","No","can rent","2016",NA,25000
"12391",8," Práter utca 6-8.",46,2,NA,160000,"new","very high",NA,5,6,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","Yes","Yes","No","No","can rent","2016",NA,25000
"12392",8," Práter utca 6-8.",51,2,NA,160000,"new","high",NA,5,6,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","Yes","Yes","No","No","can rent","2016",NA,25000
"12393",9," Márton utca 11.",30,1,NA,89000,NA,"high","AA++",3,3,"No","less than 3","No","Partially",20000,"immediately","nincs","yard","No","Yes","Yes","No","street",NA,NA,NA
"12394",17," Rákoscsaba",38,1,NA,130000,"like new","high",NA,NA,2,"No",NA,NA,"No",30000,"immediately","nincs","garden",NA,"Yes","No","No","street","2001-2010 ",NA,NA
"12395",2," Sarolta utca",25,1,NA,80000,"fair","high",NA,NA,2,"No","less than 3","No","Partially",20000,"immediately","1 év","garden","Yes","Yes","Yes",NA,"street","1950 elott",NA,NA
"12396",6," Andrássy út",67,3,NA,249366,"renovated","high",NA,1,NA,"Yes",NA,NA,"Yes",NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12397",5," Váci utca",70,2,NA,145000,"good","high",NA,3,5,"Yes","3 or more","No","Partially",NA,"immediately","1 év","yard","No",NA,"No",NA,"street","1950 elott",NA,NA
"12398",7," Nefelejcs utca 14.",30,1,NA,140000,"like new",NA,NA,NA,NA,NA,NA,NA,"Yes",10000,"immediately","6 hónap",NA,NA,"Yes",NA,NA,NA,"2014",NA,NA
"12399",6," Ó utca",74,4,NA,250000,"renovated",NA,NA,0.5,4,"Yes",NA,NA,"Yes",25000,"immediately","nincs","yard","No",NA,"No",NA,NA,NA,NA,NA
"12400",2," Csalogány utca",33,1,NA,130000,"renovated","high",NA,4,5,"Yes",NA,"Yes","Partially",12000,"immediately","1 év","street","No","Yes","No","No",NA,NA,NA,NA
"12401",6," Eötvös utca",65,3,NA,245752,"like new","very high",NA,4,5,"Yes","3 or more","Yes","Yes",19000,"immediately","1 év","yard",NA,"Yes",NA,"No",NA,"2001-2010 ","20",NA
"12402",8," József körút",29,1,1,95000,"renovated","high",NA,0.5,6,NA,"less than 3","No","Yes",8500,"immediately","nincs","yard","No","Yes","No","No",NA,NA,NA,NA
"12403",14," Ungvár utca",24,1,NA,110000,"like new","high",NA,1,2,"No","less than 3",NA,"Yes",25000,"immediately","6 hónap","yard","No","Yes","No",NA,"street",NA,NA,NA
"12404",17," 511. utca",38,1,1,125000,"renovated","high","CC",2,2,"No","less than 3","Yes","Yes",20000,"immediately","6 hónap","garden","No","Yes",NA,NA,"street","2001-2010 ","15",NA
"12405",2," Budakeszi út",99,2,2,696200,"renovated",NA,NA,2,NA,"Yes",NA,NA,"Yes",NA,"immediately","nincs","garden",NA,NA,NA,NA,NA,"2001-2010 ","31",NA
"12406",13," Angyalföldi út 17.",28,1,NA,110000,"like new","average","AA",3,3,"No","3 or more","Yes","Yes",6000,"immediately","1 év","street","No","Yes","Yes","No","street","1950 elott",NA,NA
"12407",5," Apáczai Csere János utca 3.",60,2,NA,542100,"renovated",NA,NA,2,3,"No",NA,"Yes","Yes",30000,"immediately","2 hónap","panorama",NA,"Yes",NA,NA,NA,NA,NA,NA
"12408",1," Csónak utca 5.",27,1,NA,128000,"renovated",NA,NA,NA,NA,NA,"3 or more",NA,"Yes",19000,"immediately","6 hónap","garden","Yes","Yes",NA,NA,NA,NA,"8",NA
"12409",8," Karácsony Sándor utca",28,1,1,1e+05,"renovated","average","AA+",3,3,"No","3 or more","No","Yes",NA,"immediately","nincs","yard","No","Yes","Yes","No","street","1950 elott",NA,NA
"12410",6," Paulay Ede utca 56.",53,2,NA,199000,"renovated","luxury",NA,2,5,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","yard","No","Yes","No","No",NA,"2015",NA,NA
"12411",11," Kondorosi út 10b",30,1,NA,110000,"new",NA,"C",2,6,"Yes","less than 3","No","Yes",NA,"not immediately","1 év","garden",NA,"Yes","No","Yes","street","2001-2010 ","1",NA
"12412",7," Wesselényi utca 32.",45,1,1,95000,"renovated","high",NA,2,NA,"Yes",NA,"No","Yes",NA,"immediately","nincs",NA,"No","Yes","No","No","street",NA,NA,NA
"12413",7," Wesselényi utca",31,1,NA,98000,"renovated","high",NA,2,NA,"Yes",NA,"No","Yes",NA,"immediately","nincs",NA,"No","Yes","No","No",NA,NA,NA,NA
"12414",2," Margit körút",90,3,NA,350000,"renovated","very high",NA,4,6,"Yes",NA,"Yes","Partially",20000,"immediately","nincs","street","No","Yes","No",NA,"street",NA,"4",NA
"12415",3," Pacsirtamezo utca",10,1,NA,45000,"good","high",NA,NA,NA,"No","3 or more","No","Yes",15000,"immediately","3 hónap","street","No","Yes","No","No","street","1950 elott",NA,NA
"12416",7," Kazinczy utca 8.",25,1,NA,110000,"renovated","high",NA,2,2,"No","3 or more","Yes","Yes",10000,"immediately","nincs","yard","No","Yes","Yes","No","street","1950 elott",NA,NA
"12417",5," Veres Pálné utca",52,1,2,150000,"renovated","luxury","AA",1,5,"No","3 or more",NA,"Yes",50000,"immediately","nincs","yard",NA,"Yes",NA,NA,"street","1950 elott",NA,NA
"12418",8," Kisfaludy utca 18.",23,1,NA,109000,"like new","high",NA,NA,6,"Yes","less than 3","No","Yes",29000,"immediately","6 hónap","yard","No","Yes","Yes","No","can rent","2016","2",20000
"12419",5," Kálmán Imre utca 24.",40,1,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12420",6," Bajnok utca 19.",30,1,NA,129990,"like new","high",NA,1,6,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","No",NA,"No","No","included","1981-2000 ",NA,NA
"12421",9," Ráday utca 33.",27,1,NA,1e+05,"renovated","high",NA,NA,5,"Yes","less than 3","No","Yes",20000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA
"12422",14," Hungária körút",72,1,2,140000,"good","high",NA,2,10,"Yes","less than 3",NA,"Partially",NA,"immediately","1 év","street",NA,"Yes","Yes","No",NA,NA,"6",NA
"12423",8," Rákóczi út 51.",30,1,NA,35000,"renovated","high",NA,NA,NA,"No","less than 3","No","Yes",20000,"immediately","6 hónap","yard","No","Yes","No","No","street","1950-1980 ",NA,NA
"12424",5," Lipótváros",102,3,1,605000,"renovated","high",NA,3,4,"Yes","3 or more","Yes","Yes",60000,"immediately","1 év","street","No","Yes","No","No","street",NA,NA,NA
"12425",11," Nagyszeben út 5.",42,1,1,155000,"like new","high","AA+",4,4,"Yes",NA,"Yes","Partially",15000,"immediately","1 év","panorama",NA,"Yes","No","No","must rent",NA,"7",25000
"12426",13," Reitter Ferenc utca",30,1,NA,130000,"new","high","B",5,7,"Yes","less than 3","Yes","Yes",15000,"immediately","2 hónap","street","No","Yes","No","No",NA,"2019","7",NA
"12427",5," Régi posta utca",38,1,1,90000,"renovated","high",NA,3,NA,"Yes","less than 3",NA,"Yes",60000,"immediately","3 hónap","street",NA,"Yes",NA,NA,"street",NA,NA,NA
"12428",7," Jósika utca",69,2,1,150000,"good","high",NA,3,4,"No","3 or more",NA,NA,NA,NA,"nincs","street","No",NA,NA,NA,"street","1950-1980 ",NA,NA
"12429",8," Horváth Mihály tér",30,1,NA,115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12430",5," Balaton utca",57,2,NA,160000,"renovated","high",NA,3,6,"Yes","3 or more","Yes","Yes",40000,"immediately","nincs","street",NA,"Yes","No","No",NA,"1950 elott",NA,NA
"12431",4," Gárdi Jeno utca",25,1,NA,89000,"like new",NA,NA,NA,3,NA,"less than 3",NA,"By arrangement",NA,"immediately","6 hónap","street",NA,NA,NA,NA,"included","1950-1980 ",NA,NA
"12432",14," Stefánia út",71,3,NA,170000,"fair","high",NA,3,4,"No","less than 3","No","Partially",NA,"immediately","3 hónap","street","No","Yes","Yes","No","street","1981-2000 ","5",NA
"12433",16," Sashalom – Nagyiccetelep",12,1,NA,45000,"renovated","average",NA,NA,NA,"No","less than 3","Yes","Yes",15000,"immediately","nincs","street","No",NA,"No","No","street","1981-2000 ",NA,NA
"12434",6," Belso-Terézváros",91,3,NA,335700,"good","high",NA,3,5,"Yes","3 or more",NA,"Partially",NA,"immediately","1 év","street",NA,NA,NA,NA,"street","1950 elott",NA,NA
"12435",20," Ady Endre utca",36,1,NA,140000,"new","high",NA,4,4,"Yes","less than 3",NA,"No",NA,"immediately","1 év","yard","No","Yes","No","No","street",NA,"3",NA
"12436",3," Kadosa utca",28,1,NA,1e+05,"good","high",NA,1,4,NA,NA,NA,"Yes",NA,NA,"1 év","garden",NA,"Yes","No","No","street",NA,NA,NA
"12437",7," Dob utca 16.",88,3,NA,180700,"like new","high",NA,3,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,NA,NA,"2001-2010 ",NA,NA
"12438",7," Kertész utca 42-44",30,1,1,130000,"renovated","high",NA,1,NA,"Yes","3 or more",NA,"Yes",15000,"not immediately","1 év","yard",NA,"Yes","Yes",NA,NA,NA,NA,NA
"12439",7," Csányi utca 9-11",30,1,NA,125000,"new","luxury","A+",1,6,"Yes","less than 3","Yes","Yes",45000,"immediately","nincs","yard","No","Yes","Yes","No","can rent","2018","8",25000
"12440",13," Hegedus Gyula utca",31,1,NA,115000,"renovated","high","AA++",2,6,"Yes","3 or more",NA,"By arrangement",20000,"immediately","1 év","street",NA,"Yes","No","No",NA,"1950 elott","2",NA
"12441",11," Mérnök utca",50,2,1,160000,"renovated","high","DD",4,4,"No","less than 3","Yes","Yes",18000,"not immediately","1 év","panorama","No","Yes","No","No","street","1950-1980 ",NA,NA
"12442",9," Lenhossék utca 13.",29,1,NA,130000,"new",NA,NA,5,6,"Yes",NA,NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes","No",NA,NA,"2020","5",NA
"12443",13," Népfürdo utca",41,1,NA,145000,"like new",NA,NA,6,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes","No","No","can rent",NA,"5",25000
"12444",12," Alkotás utca 11.",20,1,NA,70000,"renovated","high",NA,1,5,"Yes","3 or more","Yes","Yes",8000,"immediately","nincs","street","No","Yes","Yes","No","street","2017",NA,NA
"12445",7," Wesselényi utca 35.",75,2,NA,199000,"renovated","high","CC",4,4,"Yes","3 or more","Yes","Yes",30000,"immediately","6 hónap","panorama","No","Yes","No","No","street","1950 elott",NA,NA
"12446",8," Rozgonyi utca",36,2,NA,135000,"like new","high","CC",5,8,"Yes","less than 3","Yes","Yes",25000,"immediately","nincs","yard","No","Yes","No","No","can rent","2001-2010 ","5",25000
"12447",8," Bródy Sándor utca",46,2,NA,90000,"renovated","high",NA,0.5,NA,NA,NA,NA,"Yes",NA,"immediately","nincs","yard",NA,"Yes","No","No",NA,NA,NA,NA
"12448",7," Erzsébet körút 29.",49,2,NA,140000,"renovated","high",NA,NA,4,"Yes","3 or more","Yes","Yes",30000,"immediately","6 hónap","yard","No","Yes","No","No","street","1950-1980 ",NA,NA
"12449",5," Széchenyi utca 1",75,3,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA
"12450",6," Andrássy út 49.",119,3,NA,390000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"30",NA
"12451",8," Ülloi út",78,2,1,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12452",1," Víziváros",115,3,NA,6e+05,"like new","luxury",NA,4,6,"Yes","3 or more","Yes","Partially",NA,"immediately","1 év","panorama","No","Yes","Yes","No","street","1950-1980 ",NA,NA
"12453",9," Lónyay utca",60,2,NA,210000,"good","high",NA,NA,NA,"No",NA,"Yes","Yes",50000,"immediately","nincs",NA,NA,"Yes","No","No",NA,NA,NA,NA
"12454",2," Hárshegy",110,3,NA,578240,"like new","luxury",NA,1,2,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","panorama","No","Yes",NA,NA,"included","2001-2010 ","12",NA
"12455",21," Dunadulo út",35,1,1,120000,"good",NA,NA,10,10,"Yes",NA,"Yes","By arrangement",40000,"immediately","1 év","panorama","No","Yes","Yes","No","street",NA,NA,NA
"12456",10," Elod utca",12,1,NA,60000,"renovated",NA,NA,NA,NA,"Yes","less than 3","No","Yes",10000,"immediately","nincs","street","No","Yes","No",NA,NA,NA,NA,NA
"12457",1," Hegyalja út 23.",31,1,NA,99000,"like new","high","AA++",4,6,"Yes","less than 3","Yes","Yes",40000,"immediately","nincs","panorama","No","Yes","Yes","No","can rent","1981-2000 ",NA,20000
"12458",6," Szondi utca",25,1,NA,90000,"renovated","high",NA,1,4,"Yes","3 or more","No","Yes",20000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA
"12459",5," Semmelweis utca",140,4,NA,542100,"renovated","very high",NA,3,2,"Yes","3 or more","Yes","Yes",NA,"immediately","2 hónap","street","No","Yes","No","No","street","1950 elott",NA,NA
"12460",9," Mester utca",34,1,NA,140000,"renovated","high",NA,3,5,"Yes","less than 3","Yes","Yes",22000,"immediately","1 év","garden","No","Yes","No","No",NA,"2001-2010 ","6",NA
"12461",7," Akácfa utca",36,1,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA
"12462",11," Beregszász út",42,1,1,210000,"new","high","BB",NA,4,"Yes","less than 3","Yes","Yes",12000,"immediately","nincs","street","Yes","Yes","Yes","Yes","can rent","2020","13",25000
"12463",2," Budakeszi út",83,2,1,628824,"like new","very high",NA,2,4,"Yes","less than 3","No","Yes",NA,"immediately","2 év","garden","No","Yes","No","No","included","2001-2010 ","31",NA
"12464",6," Izabella utca",33,1,NA,110000,"renovated",NA,NA,2,3,"No","less than 3",NA,"Yes",18000,"immediately","1 év","yard","No","Yes","No","No",NA,NA,NA,NA
"12465",1," Fo utca",79,2,NA,250000,"renovated","high",NA,4,5,NA,"3 or more",NA,"No",20000,"immediately","1 év",NA,"No","Yes",NA,NA,"street","1950 elott",NA,NA
"12466",12," Virányos",130,4,NA,580000,"renovated",NA,NA,2,3,"No",NA,"No","Partially",20000,"immediately","nincs","yard","No","Yes","Yes",NA,"included","1981-2000 ","15",NA
"12467",6," Király utca",70,2,NA,450000,"like new","very high",NA,3,3,"Yes",NA,"Yes","Yes",25000,"immediately","nincs","panorama","No","Yes","Yes",NA,"street",NA,NA,NA
"12468",5," Tüköry utca",55,2,NA,250000,"renovated","high",NA,4,5,"Yes",NA,"Yes","No",NA,"immediately","1 év",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA
"12469",1," Hunyadi János út",28,1,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12470",5," Reáltanoda utca",34,2,NA,150000,"renovated",NA,NA,3,4,"Yes","3 or more","Yes","Yes",30000,"immediately","nincs",NA,NA,"Yes",NA,NA,NA,NA,"1",NA
"12471",7," Károly körút",65,1,2,234910,NA,NA,NA,1,NA,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,"street","1950 elott",NA,NA
"12472",8," Víg utca 41-43",72,3,NA,199000,"new","very high","AA+",5,6,"Yes","less than 3",NA,"Yes",45000,"immediately","1 év","yard",NA,"Yes","No","No","street","2018","4",NA
"12473",5," Múzeum körút 35.",12,1,NA,75000,"renovated","very high",NA,NA,NA,"Yes","3 or more",NA,"Yes",10000,"immediately","nincs","panorama",NA,"Yes",NA,"No",NA,"1950 elott",NA,NA
"12474",12," Rozse utca 16.",60,2,NA,275000,"renovated","luxury",NA,2,3,"No",NA,"Yes","Yes",20000,"immediately","1 év","panorama",NA,"Yes","No","No","street",NA,"6",NA
"12475",11," Bíró László József körút",100,4,NA,758940,"new","very high",NA,5,10,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes",NA,"No","can rent","2020","46",100
"12476",3," Szépvölgyi út",35,1,NA,140000,"like new","high",NA,2,4,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","street","No","Yes",NA,NA,"street","2001-2010 ","8",NA
"12477",5," Hercegprímás utca 19.",62,2,NA,180000,"renovated","high",NA,2,4,"Yes","3 or more","Yes","Yes",35000,"immediately","nincs","yard","No","Yes","No","No",NA,NA,NA,NA
"12478",7," Akácfa utca",45,2,NA,130000,"like new","high","AA",1,7,"Yes","less than 3","No","Yes",35000,"immediately","nincs","street","No","Yes","No",NA,NA,"2001-2010 ","1",NA
"12479",14," Szugló utca 66.",44,2,NA,179000,"new",NA,NA,1,6,"Yes",NA,"Yes","Yes",NA,"immediately","1 év",NA,NA,"Yes","No","No","can rent","2019","4",20000
"12480",14," Fogarasi út",56,2,NA,134000,"good","luxury","E",1,2,"No","less than 3","No","No",20000,"immediately","9 hónap","garden",NA,"Yes",NA,"No","can rent","1950-1980 ","25",15000
"12481",7," Nyár utca",20,1,NA,85000,"renovated","high",NA,1,3,"No","3 or more",NA,"Yes",25000,"immediately","nincs","street",NA,"Yes","No","No",NA,NA,NA,NA
"12482",13," Hegedus Gyula utca",108,4,NA,433680,"renovated","high",NA,1,3,"No","3 or more",NA,NA,NA,"immediately","1 év","street","No",NA,"No","No","street",NA,"3",NA
"12483",1," Ponty utca",115,3,NA,6e+05,"like new","luxury","AA+",4,6,"Yes","3 or more","Yes","Partially",42000,"immediately","1 év","panorama","No","Yes","Yes","No","street","1950-1980 ","3",NA
"12484",11," Fehérvári út",38,1,1,130000,"renovated",NA,NA,0.5,4,NA,NA,NA,"No",NA,NA,"1 év",NA,NA,"Yes",NA,"No",NA,NA,NA,NA
"12485",6," Teréz körút 21.",93,2,NA,2e+05,"renovated","high",NA,4,5,"Yes","3 or more","Yes","No",20000,"immediately","9 év 4 hónap","street","No","Yes",NA,"No","street","1950 elott",NA,NA
"12486",13," Szent László út 8.",40,1,1,140000,"like new",NA,NA,2,5,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","street","No","Yes","No","No","can rent","2001-2010 ","4",NA
"12487",8," Baross utca 44.",127,3,1,250000,"good","high",NA,3,5,"Yes","3 or more","No","Yes",60000,"immediately","5 hónap","street",NA,"Yes","Yes","No",NA,"1950 elott","10",NA
"12488",6," Dózsa György út",95,3,NA,350000,"renovated","very high",NA,NA,3,"No",NA,NA,"Yes",15000,"immediately","nincs","yard",NA,"Yes","No",NA,"street",NA,NA,NA
"12489",6," Andrássy út",44,1,NA,2e+05,"renovated","high",NA,2,5,"Yes",NA,NA,"Partially",12000,"immediately","1 év","yard","No","Yes","Yes",NA,"street",NA,NA,NA
"12490",8," Salétrom utca",36,1,NA,105000,"like new","high",NA,3,3,"No","3 or more","No","Yes",20000,"immediately","5 hónap","yard","No","Yes","No","No","street","1950 elott",NA,NA
"12491",4," Aradi utca",57,2,1,150000,"like new","high",NA,2,4,"No","less than 3","No","Yes",22000,"immediately","1 év","street","No","Yes","No","No","street","2001-2010 ","8",NA
"12492",5," Báthory utca",70,3,NA,289120,"good",NA,NA,1,NA,"Yes","less than 3",NA,NA,NA,NA,"nincs","street",NA,NA,NA,NA,"street","1950 elott",NA,NA
"12493",8," József körút",32,1,NA,118000,"new","high","AA",5,7,"Yes","less than 3","No","Yes",15000,"immediately","nincs","street","No","Yes","No","Yes","street","2011","5",NA
"12494",9," Vágóhíd utca 5.",63,2,1,299000,"new","luxury","AA+",6,9,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","panorama","No","Yes","No","No","included","2017","10",NA
"12495",8," Vas utca 5.",38,1,NA,1e+05,"renovated","high",NA,NA,NA,NA,"3 or more",NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No","street",NA,NA,NA
