"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)"
"149",14," Kövér Lajos utca",50,2,NA,130000,"new","high","C",3,5,"Yes","less than 3","No","No",20000,"immediately","1 év","street","No","Yes","No","No","must rent","2018","6",20000
"150",11," Fehérvári út",33,1,1,120000,"renovated","high",NA,7,10,"Yes","less than 3","No","Yes",15000,"immediately","1 év","panorama","No","Yes","No","No","street","1981-2000 ",NA,NA
"151",7," Dob utca",47,1,1,140000,"renovated","high",NA,1,2,"No","3 or more","No","Yes",20000,"not immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"152",13," Klapka utca",40,1,1,160000,"new","high",NA,8,8,"Yes","less than 3","Yes","No",15000,"immediately","1 év","panorama","No","Yes","No","No","can rent","2020","6",20000
"153",13," Kassák Lajos utca",40,2,NA,160000,"new","high",NA,4,7,"Yes","less than 3","No","By arrangement",15000,"immediately","1 év","street","No","Yes","No","No","can rent","2020","5",20000
"154",6," Király utca",50,2,NA,145000,"renovated","high",NA,1,3,"Yes","3 or more","No","Yes",20000,"immediately","1 év","yard","No","Yes","No","No","street","1950-1980 ",NA,NA
"155",13," Jakab József utca",42,2,NA,160000,"new","high",NA,1,7,"Yes","less than 3","No","No",20000,"not immediately","1 év","street","No","Yes","No","No","street","2019","2",NA
"156",5," Deák Ferenc tér",39,1,NA,120000,"good","high",NA,5,NA,"Yes","3 or more","Yes","No",25000,"immediately","1 év","panorama",NA,NA,NA,NA,NA,NA,"3",NA
"157",13," Berettyó utca 2.",56,3,NA,225000,"new","high",NA,2,6,"Yes","less than 3","Yes","Yes",40000,"immediately","1 év","street","No",NA,NA,"No","can rent","2019","6",20000
"158",6," Külso-Terézváros",108,3,NA,330000,"renovated","luxury","AA",2,3,"Yes","3 or more","No","Yes",18500,"immediately","1 év","street","No","Yes",NA,"No","street","1950 elott",NA,NA
"159",11," Fehérvári út",54,2,NA,110000,"good","high",NA,3,10,"Yes","less than 3","No","Yes",20000,"immediately","1 év","street","No","Yes","Yes","No","street","1981-2000 ",NA,NA
"160",9," Mester utca",75,2,1,160000,"good","high",NA,5,5,"Yes","3 or more","No","Yes",25000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"161",13," Mór utca",35,1,1,130000,"like new","high",NA,5,5,"Yes","less than 3","Yes","No",15000,"immediately","1 év","street","No","No","No","No","street","2001-2010 ",NA,NA
"162",8," Puskin utca",62,2,1,180000,"renovated","average",NA,2,4,"No","3 or more","Yes","Yes",NA,"immediately","6 hónap","yard","No","Yes","No","No","street","1950 elott",NA,NA
"163",9," Mihálkovics utca",98,3,NA,150000,"good","high",NA,NA,4,"No","less than 3","No","Partially",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"164",16," Budapesti út",55,2,NA,130000,"renovated","high",NA,3,3,"No",NA,NA,"Partially",35000,"immediately","1 év","street","No","Yes","Yes",NA,"street",NA,"2.5",NA
"165",12," Greguss utca",67,2,1,195000,"renovated","high",NA,1,3,"No","3 or more","Yes","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"166",13," Kárpát utca",68,3,NA,140000,"good","high",NA,10,10,"Yes","less than 3","No","No",NA,"immediately","1 év","street",NA,"Yes",NA,NA,"street",NA,NA,NA
"167",11," Mezokövesd út",34,1,NA,1e+05,"renovated","high",NA,3,4,"No",NA,"Yes","Yes",NA,"not immediately","1 év","street",NA,"Yes","No",NA,"street",NA,NA,NA
"168",6," Bajnok utca",45,2,NA,130000,"renovated",NA,NA,2,NA,"No",NA,"No","Yes",NA,"not immediately","1 év","street",NA,"Yes","No","No",NA,NA,NA,NA
"169",1," Toldy Ferenc utca 55.",63,3,NA,2e+05,"good","very high",NA,3,5,"No","less than 3","Yes","By arrangement",22365,"immediately","3 hónap","panorama","No","Yes","Yes","No","street","1950-1980 ",NA,NA
"170",11," Madárhegy",70,3,NA,361400,"like new","high",NA,1,4,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","panorama","No","Yes","No","No","can rent","2018","12.5",30000
"171",13," Angyalföld – Loportárdulo",48,2,NA,180000,NA,"high",NA,7,8,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,"can rent","2020","6",30000
"172",1," Jégverem utca 2.",90,3,NA,180000,"like new",NA,NA,2,NA,"No","less than 3","Yes","Yes",70000,"immediately","nincs","street",NA,"Yes",NA,NA,NA,NA,NA,NA
"173",11," Hídvég utca",66,1,2,160000,"good","high",NA,NA,4,NA,"3 or more",NA,"Yes",30000,"immediately","1 év","garden",NA,"Yes",NA,NA,NA,NA,NA,NA
"174",13," Mór utca",58,2,1,2e+05,"like new","high",NA,1,NA,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","street","No","Yes","No","No",NA,"2001-2010 ","20",NA
"175",11," Kanizsai utca",43,1,NA,129000,"good","high",NA,4,6,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","street","No","Yes",NA,"No","can rent",NA,"6",NA
"176",8," Kun utca 4.",55,2,NA,140000,"like new",NA,NA,1,6,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,"must rent",NA,NA,20000
"177",18," Fenyofa utca",35,1,NA,115000,"like new","luxury","BB",3,5,"Yes",NA,NA,"No",10000,"immediately","6 hónap",NA,NA,NA,NA,"No","street","2001-2010 ","4",NA
"178",14," Füredi utca",55,1,2,150000,"renovated",NA,NA,4,10,"Yes","less than 3","Yes",NA,30000,"immediately","1 év","garden",NA,NA,"No","No","street",NA,NA,NA
"179",8," Ciprus utca 8.",43,2,NA,140000,"like new","high",NA,1,8,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","street","No",NA,"No","No","can rent","2001-2010 ","8",25000
"180",13," Csata utca 23.",30,1,NA,120000,"new","high","AA",1,6,"Yes","less than 3","No","Yes",15000,"immediately","1 év","yard","No","Yes","No","No",NA,"2021","8",NA
"181",8," Kiss József utca",58,2,1,150000,"good","high",NA,1,NA,"No",NA,NA,"Yes",14600,"immediately","nincs","yard",NA,"Yes","No","No","street",NA,NA,NA
"182",11," Körtevirág utca",41,2,NA,180000,"new","high",NA,4,4,"Yes","less than 3","Yes","Yes",25000,"immediately","1 év","garden","No","Yes","No","No","can rent","2018","8",20000
"183",14," Répásy Mihály utca 7.",33,1,NA,130000,"renovated","high","EE",NA,2,"No","less than 3","No","Yes",NA,"immediately","6 hónap","street","Yes","Yes","No","No","street","1981-2000 ",NA,NA
"184",2," Tárogató út",67,2,1,190000,"renovated","high",NA,NA,3,"No","less than 3","No","Partially",15000,"not immediately","1 év","garden","No","Yes","Yes","No","included","1950-1980 ","6",NA
"185",13," Felka utca",45,1,2,140000,"good","very high",NA,2,5,"No","3 or more","Yes","Yes",20000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott","3",NA
"186",12," Maros utca 17.",43,1,NA,115000,"renovated","high","AA+",1,3,"No","3 or more","No","By arrangement",25000,"immediately","nincs","street","No","Yes",NA,"No","street","1950 elott",NA,NA
"187",7," Klauzál utca",39,1,1,125000,"like new","high",NA,1,NA,"Yes",NA,"Yes","Yes",35000,NA,"1 év",NA,"No","Yes","No","No","street",NA,NA,NA
"188",9," Epreserdo utca",55,1,1,130000,"renovated","average",NA,3,4,"No","less than 3","Yes","Partially",NA,"immediately","1 év","garden","No","No","No","No","street","1950-1980 ","4",NA
"189",13," Szent László út 27.",50,2,NA,130000,"renovated","average",NA,NA,4,"Yes","less than 3","No","Partially",35000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"190",21," Cirmos sétány",48,1,1,130000,"like new","high",NA,2,4,"No","less than 3",NA,"Yes",30000,"immediately","1 év","garden",NA,"Yes","No","No","street","1981-2000 ","3",NA
"191",11," Sáfrány utca 10.",36,1,1,120000,"good","high","CC",NA,2,"No","less than 3","No","Yes",16000,"not immediately","1 év","garden","Yes","Yes","No","No","street","1981-2000 ",NA,NA
"192",7," Dohány utca",31,1,NA,145000,"like new","high",NA,1,5,"Yes",NA,NA,"Yes",8000,"immediately","nincs","street","No","Yes","No","No","street","2011",NA,NA
"193",9," Berzenczey utca 39-41",45,1,1,160000,"new","high",NA,2,4,"Yes","less than 3","Yes","Partially",27000,"immediately","1 év","yard","No","Yes","No","No",NA,"2001-2010 ","3",NA
"194",2," Kapás utca",65,2,NA,115000,"good","high",NA,2,6,"Yes","3 or more","No","Yes",20,"not immediately","1 év","street",NA,"Yes",NA,"No",NA,"1950 elott",NA,NA
"195",14," Zsolnay Vilmos utca",40,1,1,120000,"like new","high","C",4,4,"No","less than 3","No","Yes",12000,"immediately","1 év","yard",NA,"Yes","No","No","street","2001-2010 ","3",NA
"196",16," Mészáros József utca",67,1,2,150000,"renovated",NA,NA,1,10,"Yes","less than 3","Yes","By arrangement",NA,"immediately","1 év","street",NA,NA,"No","No","street",NA,"7",NA
"197",4," Károlyi István utca",50,1,1,150000,"new",NA,NA,2,5,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes","No",NA,"can rent","2001-2010 ","6",20000
"198",7," Erzsébet körút 48.",56,3,NA,190000,"renovated",NA,NA,3,3,"No","3 or more","Yes","Yes",35000,"not immediately","nincs",NA,NA,"Yes",NA,NA,NA,"2017","7",NA
"199",3," Szentendrei út 22.",52,2,NA,120000,"good","high",NA,8,10,"Yes","less than 3","No","Partially",32000,"immediately","1 év","panorama","No","Yes","No","No","street","1950-1980 ",NA,NA
"200",2," Árpád fejedelem útja 47.",40,1,NA,120000,"like new","high",NA,1,4,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA
"201",13," Párkány utca",58,1,2,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"3",NA
"202",1," Naphegy utca 59.",44,2,NA,170000,"renovated","high",NA,1,3,"No",NA,"No","No",NA,"immediately","nincs","garden",NA,"Yes","Yes","No",NA,"1981-2000 ","3",NA
"203",10," Gozmozdony utca",50,2,NA,140000,"renovated",NA,NA,6,10,"Yes",NA,NA,"No",NA,"immediately","1 év","panorama","No","Yes","No","No","street",NA,"3",NA
"204",13," Dagály utca 13-15",42,2,NA,125000,"renovated","average",NA,NA,2,"No","less than 3","No","Partially",20000,"immediately","1 év","garden","Yes",NA,NA,NA,"street","1950-1980 ",NA,NA
"205",9," Ülloi út",56,1,1,120000,"good","high",NA,NA,6,"Yes","less than 3","No","Yes",NA,"not immediately","nincs","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"206",11," Vincellér utca",69,2,1,150000,"good","high",NA,2,6,"Yes","less than 3","No","No",30000,"immediately","1 év",NA,"No",NA,"Yes",NA,"street","1950-1980 ","15",NA
"207",7," Marek József utca 41.",50,1,1,175000,"renovated","high",NA,4,4,"Yes",NA,NA,"Yes",NA,"immediately","1 év","panorama","No",NA,NA,"No","street",NA,NA,NA
"208",8," Gyorffy István utca 8.",53,1,1,130000,"renovated","high",NA,2,3,"No","less than 3","Yes","No",20000,"immediately","1 év","street","Yes","Yes","No","No","street","1950-1980 ","5",NA
"209",13," Pozsonyi út 54.",68,2,1,349000,"good","very high",NA,6,6,"Yes","3 or more","Yes","By arrangement",NA,"not immediately","1 év","panorama","No",NA,NA,"No","street","1950 elott","26",NA
"210",7," Szinva utca",57,3,NA,170000,NA,"high",NA,3,3,NA,NA,NA,"Yes",1,"immediately","nincs",NA,NA,"Yes","No","No",NA,NA,NA,NA
"211",11," Kosztolányi Dezso tér",44,1,1,140000,"renovated",NA,NA,6,6,NA,NA,NA,"Partially",NA,"immediately","1 év","panorama",NA,"Yes","No",NA,NA,NA,"3",NA
"212",2," Csalogány utca 43.",71,3,NA,310000,"new","very high","AA++",4,6,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","garden","No","Yes","No","No","can rent","2021","21",20000
"213",8," Tolnai Lajos utca 18.",39,1,1,120000,"like new",NA,NA,2,NA,"Yes","less than 3",NA,"Yes",NA,NA,"1 év","garden",NA,"Yes",NA,"No",NA,NA,"6",NA
"214",7," Nefelejcs utca 32.",64,2,NA,140000,"good",NA,NA,2,2,"No","3 or more","Yes","Partially",NA,"immediately","nincs","street",NA,NA,"No","No","street",NA,NA,NA
"215",13," Loportár utca 20",50,2,NA,170000,"new","high",NA,4,8,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,"can rent","2020","6",20000
"216",11," Váli utca",50,1,1,160000,"renovated",NA,NA,2,6,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","street","No","Yes","No","No","street",NA,"4",NA
"217",13," Faludi utca",62,2,1,170000,"good",NA,NA,7,10,"Yes",NA,"Yes",NA,27000,"not immediately","1 év",NA,NA,NA,NA,NA,NA,NA,"3",NA
"218",14," Gvadányi utca 44-46",48,1,1,150000,"renovated",NA,NA,7,10,"Yes",NA,NA,"Partially",25000,"immediately","1 év","panorama",NA,NA,"No","No","street",NA,NA,NA
"219",13," Mohács utca",41,1,1,170000,"renovated","high",NA,1,8,"Yes","less than 3","Yes","Yes",40000,"not immediately","1 év","garden","No","Yes",NA,"No","street","2001-2010 ","4",NA
"220",11," Hegyalja út",42,1,1,170000,"renovated","high",NA,0.5,3,"No","less than 3","No","By arrangement",15000,"immediately","nincs","garden","No","Yes","Yes","No","street","1950-1980 ","5",NA
"221",7," Damjanich utca 27.",89,3,1,198000,"renovated","high",NA,0.5,3,NA,NA,"No","Yes",NA,"immediately","1 év","street",NA,"Yes","Yes","Yes","street","1950 elott",NA,NA
"222",9," Máriássy utca 4.",80,4,NA,270000,"new","very high",NA,4,9,"Yes","less than 3","Yes","Partially",NA,"not immediately","1 év","street","No","Yes","No","No","can rent","2020","7",25000
"223",11," Bártfai utca 1-3",45,2,NA,180000,"renovated","high",NA,2,3,"No","less than 3","Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,"No","included","1950-1980 ","3",NA
"224",11," Budaörsi út",32,1,NA,120000,"renovated",NA,NA,0.5,4,"Yes","less than 3","No","Yes",20000,"immediately","6 hónap","panorama","No","Yes","No","No","street","1950 elott","5",NA
"225",16," Felsomalom utca 19-21",35,1,NA,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"6",NA
"226",12," Ráth György utca",55,1,1,135000,"good",NA,NA,2,3,"No","3 or more","No","Partially",13000,"not immediately","1 év","panorama","No",NA,"No","No","street","1950 elott",NA,NA
"227",13," Radnóti Miklós utca 40.",42,1,NA,120000,"good",NA,NA,5,6,"Yes",NA,"Yes","Partially",30000,"immediately","1 év","street",NA,"Yes","No","No",NA,NA,NA,NA
"228",7," Asbóth utca 14.",34,1,NA,150000,"like new","luxury","AA",3,5,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ","2",NA
"229",1," Attila út",60,2,NA,2e+05,"like new","high",NA,2,4,"Yes",NA,"Yes","Yes",50000,"immediately","1 év","street",NA,"Yes","No","No","street","1950-1980 ",NA,NA
"230",7," Szövetség utca 27.",48,2,NA,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"7",NA
"231",11," Mezokövesd út 1.",55,1,1,180000,"new",NA,NA,7,7,"Yes",NA,NA,"Partially",19417,"immediately","nincs","panorama",NA,"Yes","Yes","No","can rent","2019","10",NA
"232",14," Báróczy utca 17A",54,2,NA,115000,"renovated","high",NA,2,4,"No","less than 3",NA,NA,NA,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ","4",NA
"233",3," Ágoston utca 18.",31,1,NA,120000,"renovated","average",NA,10,NA,"Yes",NA,"No","Yes",NA,"immediately","1 év","panorama","No",NA,"No","No","street",NA,"3",NA
"234",2," Rómer Flóris utca",29,1,NA,120000,"good",NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",11," Fegyvernek utca",55,1,2,145000,"good",NA,NA,6,10,"Yes","less than 3",NA,"No",NA,"immediately","1 év","panorama",NA,"Yes",NA,NA,"street","1950-1980 ","5",NA
"236",9," Telepy utca 2.",33,1,NA,120000,"renovated","high",NA,1,6,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","street","No","Yes","No",NA,"street","2001-2010 ","3",NA
"237",13," Dévai utca 22-24A",73,3,NA,220000,"renovated","high",NA,7,10,"Yes","less than 3","No","Yes",35000,"immediately","1 év","yard","No","Yes","Yes","No","street","1981-2000 ","3",NA
"238",13," Béke utca",45,2,NA,125000,"like new","high","AA+",1,4,"Yes",NA,"Yes","Partially",25000,"immediately","nincs",NA,NA,"Yes",NA,"No",NA,"2001-2010 ","5",NA
"239",1," Mészáros utca",36,1,NA,149000,"renovated",NA,NA,3,3,"No","less than 3","Yes","Yes",20000,"immediately","1 év","garden","No","Yes","No","No","street","1950-1980 ","4",NA
"240",12," Csörsz utca 53",41,1,NA,126000,"good","high",NA,1,3,NA,"3 or more",NA,"Yes",NA,"immediately","6 hónap","garden",NA,"Yes",NA,NA,NA,"1950-1980 ","3",NA
"241",11," Regos utca",54,1,2,150000,"renovated",NA,NA,1,10,"Yes",NA,NA,"No",25000,"immediately","1 év",NA,NA,NA,"No","No","street","1981-2000 ",NA,NA
"242",14," Szugló utca 156.",68,3,NA,150000,"fair","high",NA,1,3,"No","less than 3","No","Yes",NA,"immediately","2 év","yard","No","Yes","No","No","can rent",NA,"3",NA
"243",8," II. János Pál pápa tér",55,1,1,150000,"renovated","high",NA,4,NA,"Yes","3 or more","No","Yes",20000,"immediately","1 év","yard",NA,NA,NA,"No","street","1950 elott","3",NA
"244",6," Jókai tér 6.",54,1,1,170000,NA,"high",NA,NA,NA,NA,"3 or more",NA,"Yes",NA,NA,"3 hónap","garden",NA,"No","No","No",NA,NA,NA,NA
"245",12," Béla király út",80,2,NA,310000,"renovated","high",NA,2,2,NA,NA,NA,"Partially",NA,"immediately","nincs","street",NA,NA,NA,NA,"included",NA,NA,NA
"246",13," Béke utca 79.",55,1,2,140000,"renovated","high",NA,3,6,"Yes",NA,NA,"Partially",NA,"immediately","1 év","street",NA,NA,"No","No","street",NA,"3",NA
"247",3," Vörösvári út",32,1,NA,127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",8," Práter utca 6-8",45,2,NA,175000,"new","high",NA,4,6,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","garden","Yes","Yes","No","No","included","2016","9",NA
"249",8," Alföldi utca",60,2,NA,115000,"good",NA,NA,3,3,"No","less than 3","No","Partially",33000,"immediately","1 év","panorama","No",NA,NA,"No","street",NA,NA,NA
"250",14," Mogyoródi út",42,2,NA,160000,"renovated","high","BB",NA,3,"No","less than 3","Yes","No",NA,"immediately","1 év","yard","Yes","Yes","No","No","street","1950-1980 ","7",NA
"251",13," Csanády utca",70,2,1,280000,"renovated","luxury",NA,2,5,"Yes","3 or more","Yes","Yes",NA,"not immediately","nincs","street","No","Yes",NA,"No","street",NA,NA,NA
"252",13," Mura utca 4.",42,2,NA,175000,"new","high","AA+",5,9,"Yes","less than 3","Yes","Yes",25000,"immediately","1 év","garden","No","Yes","No",NA,"can rent","2021","10",25000
"253",5," Honvéd utca",82,3,NA,280000,"good","very high",NA,1,6,"Yes","3 or more","No","No",60000,"not immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"254",13," Fiastyúk utca 26.",40,1,1,120000,"good",NA,NA,0.5,3,"No","less than 3",NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes","No","No","street","1950-1980 ",NA,NA
"255",2," Trombitás út",112,4,1,550000,"renovated","high","AA",1,2,"No",NA,"No","By arrangement",30000,"immediately","1 év","garden","Yes","Yes","No","No","included","1950 elott","15",NA
"256",16," Pálya utca 128.",35,1,1,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",11," Irinyi József utca",40,1,1,125000,"good","high",NA,1,NA,"Yes","less than 3","Yes","Partially",NA,"immediately","6 hónap","street","No","Yes","No","No","street",NA,NA,NA
"258",11," Etele út",48,2,NA,140000,"good","high",NA,4,10,"Yes","less than 3","No","Partially",26000,"immediately","6 hónap","panorama","No","Yes","No","No","street","1950-1980 ","5",NA
"259",12," Orbánhegyi út",101,2,2,389000,"renovated","high",NA,1,2,NA,"less than 3","Yes",NA,18000,"immediately","6 hónap","panorama","No","Yes","No","No","street",NA,"11",NA
"260",6," Izabella utca",55,3,NA,170000,"renovated","high",NA,NA,3,"No","3 or more","No","Yes",35000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA
"261",13," Gömb utca",54,2,NA,160000,"like new","high",NA,3,6,"Yes","less than 3","No","Partially",NA,"immediately","1 év","street","No","Yes","No","No","street","2001-2010 ",NA,NA
"262",7," Jobbágy utca",35,1,NA,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8700,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",9," Ferenc körút 28.",60,2,NA,130000,"like new","high",NA,1,3,"No","3 or more","Yes","Yes",40000,"immediately","3 hónap","yard","No","Yes","No","No","street",NA,NA,NA
